date_scrape,search_word,channel_subs,views,num_comments,num_likes,unique_channels
2021-04-06,dogecoin,488690.0,111109.9,763.625,4790.0,10
2021-04-06,tezos,24730.0,6873.666666666667,104.0,322.0,6
2021-04-06,cosmos crypto,278567.14285714284,86914.14285714286,545.0,4983.428571428572,7
2021-04-06,monero,201428.57142857142,36537.42857142857,515.0,2385.1428571428573,7
2021-04-06,ethereum,932333.3333333334,308232.1111111111,2733.625,14055.555555555555,9
2021-04-07,cardano,712800.0,218283.9,1324.8,11840.0,10
2021-04-07,dot crypto,423650.0,107184.0,448.0,4750.0,10
2021-04-07,dogecoin,481720.0,109689.3,705.7777777777778,4270.0,10
2021-04-07,bitcoin,3787175.0,668985.875,3678.8,24100.0,8
2021-04-07,dai crypto,2701.6666666666665,308.0,13.5,19.4,10
2021-04-07,chainlink,370444.44444444444,86693.9,739.8,4410.0,10
2021-04-07,tezos,24287.0,5440.3,45.285714285714285,275.1,10
2021-04-07,stellar crypto,71628.57142857143,27168.1,341.0,1289.2,10
